,État,Marque,Date,nom,Prix,Description,keep,cat
65,TRÈS BON ÉTAT,MOSCHINO LOVE,2015-05-29,,57.0,"T-SHIRT LOVE MOSCHINO DEVANT NOIR AVEC POINT D'INTERROGATION ET DOS BLANC AVEC POINT D'EXCLAMATION 92% COTON 8% ÉLASTHANNE AVEC ÉTIQUETTE TAILLE 42 UTILISÉ DEUX FOIS 
 
TRADUIRE",True,UltraFashion
66,TRÈS BON ÉTAT,PINKO,2015-11-04,,47.0,"100% AUTHENTIQUE PINKO T-SHIRT CAR FRONT TANK TOP 
 
 PAR PINKO NOUS AVONS ICI CE MAGNIFIQUE DÉBARDEUR. 
 LE HAUT EST COMPOSÉ DE 95% DE COTON ET DE 5% D'ÉLASTHANNE DE COULEUR NOIRE. 
 T-SHIRT EN COTON PINKO AVEC UN DÉCOLLETÉ EN U AVEC UNE V...LIRE LA SUITETRADUIRE",True,Undefined
67,BON ÉTAT,COMPTOIR DES COTONNIERS,2016-05-31,,26.0,"CHEMISE À MANCHES LONGUES DE COMPTOIR DES COTONNIERS EN GRIS AVEC UN JOLI MOTIF DE CHIEN SUR LE DEVANT, UNI SUR LE DOSTRADUIRE",False,Undefined
68,TRÈS BON ÉTAT,DOLCE & GABBANA,2016-02-05,,84.71,CAMISETA DE DOLCE&GABBANA. SERIE PLAYBOY.TRADUIRE,False,UltraFashion
69,TRÈS BON ÉTAT,LANVIN,2013-07-07,,162.35,"MAGNIFIQUE HAUT LANVIN
TAILLE S
FLEURS APPLIQUESTRADUIRE",False,Undefined
70,BON ÉTAT,MARC BY MARC JACOBS,2015-11-01,,38.0,"TEE-SHIRT MARC BY MARC JACOBS. IMPRIMÉ GÉOMÉTRIQUE ROSE ET NOIR, TRÈS BOWIE !
60% COTON - 40% MODAL.
2 TRÈS LÉGÈRES TRACES TYPE DIE AU DOS.TRADUIRE",False,Undefined
71,TRÈS BON ÉTAT,IMPS & ELFS,2015-10-15,,24.0,"RAVISSANT TSHIRT FILLE DE LA MARQUE HOLLANDAISE IMPS & ELFS EN COTON ORGANIQUE.
152CM = 12 ANS
EXCELLENT ÉTATTRADUIRE",True,Undefined
72,TRÈS BON ÉTAT,DSQUARED2,2015-05-31,,101.0,"100% AUTHENTIC DSQUARED2 WHITE COLLAR POLO T-SHIRT 

BY DSQUARED2 WE HAVE HERE THIS LOVELY T-SHIRT
T-SHIRT IS COMPOSED OF 100% COTTON WHITE FABRIC
FEATURES A COLLARD NECK WITH BUTTON DOWN FRONT CLOSURE,SHORT SLEEVES AND FRONT LOGO WITH ...LIRE LA SUITETRADUIRE",True,UltraFashion
73,BON ÉTAT,VANESSA BRUNO,2014-09-10,,59.44,GREY DRAPED T-SHIRT WITH BUTTON UP FRONT AND 2 POCKETS AND NECK TIE. LABEL NEEDS A CLEANTRADUIRE,True,Undefined
74,TRÈS BON ÉTAT,ZARA,2015-08-18,,44.0,DES CONDITIONS PARFAITESTRADUIRE,False,FastFashion
75,TRÈS BON ÉTAT,CHRISTOPHER KANE,2014-01-03,,42.64,"SHIRT PRINTED ABSTRACT PATTERN. SIZE S. MEASURES: SHOULDER WIDTH: 38 CM, CHEST: 39 CM, LENGTH: 76 CM. COMPOSITION: 100% MODAL. 

TRADUIRE",False,Undefined
76,TRÈS BON ÉTAT,COMPTOIR DES COTONNIERS,2013-09-13,,32.0,"NEVER WORN COMPTOIR DES COTTONIERS T-SHIRT
TRADUIRE",True,Undefined
77,NEUF AVEC ÉTIQUETTE,GUCCI,2022-04-09,,230.0,"T-SHIRT GUCCI 100% ORIGINAL 
 NEUF JAMAIS PORTÉ 
 TAILLE XXXL - COUPE SLIMTRADUIRE",True,UltraFashion
78,NEUF AVEC ÉTIQUETTE,SUPREME X THE NORTH FACE,2022-04-09,,90.0,T-SHIRT SUPREME X THE NORTH FACE 2022TRADUIRE,True,UltraFashion
79,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-05,,160.0,"T-SHIRT HOMME BLANC OVERSIZE BALENCIAGA AVEC ÉCRITURE ""I LOVE TECHNO"" MULTICOLORE. JAMAIS UTILISÉ, ENCORE AVEC ÉTIQUETTE !TRADUIRE",True,UltraFashion
80,NEUF SANS ÉTIQUETTE,GIVENCHY,2022-04-01,,45.0,"T-SHIRT ORIGINAL GIVENCHY FILLE 12 ANS 
 ENTIÈREMENT NEUF, JAMAIS PORTÉ. 
 JE VENDS POUR LA MAUVAISE TAILLE 
TRADUIRE",True,UltraFashion
81,TRÈS BON ÉTAT,DIOR,2022-04-08,,200.0,"T-SHIRT DIOR, 38 MAIS TAILLE PLUS PETIT (36)TRADUIRE",True,UltraFashion
82,NEUF SANS ÉTIQUETTE,FENDI,2022-04-06,,232.57,T-SHIRT FENDI PATCH LOGO EN NOIR • NEUF AVEC ÉTIQUETTES •TRADUIRE,True,UltraFashion
83,NEUF SANS ÉTIQUETTE,ACNE STUDIOS,2022-04-02,,60.0,T-SHIRT OVERSIZE INUTILISÉ À MANCHES LONGUESTRADUIRE,True,Fashion
84,NEUF AVEC ÉTIQUETTE,ZADIG & VOLTAIRE,2022-04-05,,59.0,T-SHIRT NOIR À RAYURES BLANCHES ET LE MOT LOVE ÉCRIT AU DOS. TAILLE M. NEUF AVEC ÉTIQUETTE.TRADUIRE,True,Undefined
85,TRÈS BON ÉTAT,ZADIG & VOLTAIRE,2022-04-04,,30.0,"T-SHIRT EN COTON ZADIG ET VOLTAIRE. 
TAILLE XS. 
PRESQUE PAS PORTÉ. AUCUN SIGNE VISIBLE D'UTILISATION. 
MATIÈRE TRÈS DOUCE.TRADUIRE",True,Undefined
86,BON ÉTAT,GIVENCHY,2022-04-06,,232.57,"T-SHIRT GIVENCHY EN CUIR D'AGNEAU ROSE PÂLE 
 LÉGÈRE TACHE SUR LE DEVANT ET LÉGÈRES TRACES D'EAU DUES À UN NETTOYAGE À SEC INAPPROPRIÉ - MARQUES UNIQUEMENT PERCEPTIBLES À LA LUMIÈRE VIVE ET PROBABLEMENT AMOVIBLES PAR UN EXPERT EN CUIR.TRADUIRE",True,UltraFashion
87,BON ÉTAT,ZADIG & VOLTAIRE,2022-04-03,,27.0,"T-SHIRT ZADIG ET VOLTAIRE LES FILLES PEUVENT TOUT FAIRE. 
IL S'AGIT D'UNE TAILLE L POUR ENFANT, MAIS QUI CORRESPOND À UN XS-S POUR FEMME. 
 LÉGÈREMENT USÉ, L'ÉTAT EST VISIBLE SUR LA PHOTO EN GROS PLAN. 

TRADUIRE",True,Undefined
88,NEUF SANS ÉTIQUETTE,ADIDAS,2022-04-04,,25.0,"T-SHIRT ADIDAS X SIMPSON 
 VENDU ERREUR DE TAILLE 
 PORTÉ UNE FOISTRADUIRE",True,FastFashion
89,NEUF SANS ÉTIQUETTE,ADIDAS,2022-04-04,,25.0,T-SHIRT AJUSTÉ SPORTIFTRADUIRE,True,FastFashion
90,TRÈS BON ÉTAT,GIVENCHY,2022-04-02,,115.0,"T-SHIRT AVEC EMBLÈME LUMINEUX GIVENCHY, OVERSIZETRADUIRE",True,UltraFashion
91,SATISFAISANT,NIKE,2022-04-05,,20.0,T-SHIRT NIKETRADUIRE,True,FastFashion
92,NEUF AVEC ÉTIQUETTE,CASABLANCA,2022-04-07,,95.0,"T-SHIRT MANCHES COURTES ""COCKTAIL INGREDIENTS"" IMPRIMÉ GRAND DANS LE DOS ET PETIT SUR LE DEVANT CÔTÉ GAUCHE.
 COLLECTION SS22 MAINTENANT EN BOUTIQUE
 LA TAILLE EST GRANDE MAIS VERTE COMME UN MÉDIUMTRADUIRE",True,Undefined
93,TRÈS BON ÉTAT,VETEMENTS,2022-04-01,,150.0,T-SHIRT VETEMENTS GRIS PORTÉ QUE QUELQUES FOISTRADUIRE,True,Undefined
94,TRÈS BON ÉTAT,ADIDAS,2022-04-04,,20.0,"T-SHIRT ADIDAS EN TRÈS BON ÉTAT 
TAILLE STRADUIRE",True,FastFashion
95,TRÈS BON ÉTAT,UNDERCOVER,2022-04-01,,59.0,"T-SHIRT VINTAGE UNDERCOVER LIFE & DEATH 

TAILLE 3 

FABRIQUÉ AU JAPON 

SAISON 2007 (ENVIRON) [[2] ]
100 % AUTHENTIQUE ET RARE !!!TRADUIRE",True,Undefined
96,BON ÉTAT,BALMAIN FOR H&M,2022-04-05,,27.0,"T-SHIRT BALMAIN X H&M AVEC T-SHIRT, TAILLE XS. IL A ÉTÉ PORTÉ ET A DEUX TRÈS PETITS TROUS SUR LE DEVANT COMME LE MONTRE LA PHOTO. PAS SI VISIBLE UNE FOIS PORTÉ. IL EST LIVRÉ AVEC LE CINTRE D'ORIGINE.TRADUIRE",True,FastFashion
97,TRÈS BON ÉTAT,MICHAEL KORS,2022-03-31,,36.0,"T-SHIRT NOIR MICHAEL KORS EN PARFAIT ÉTAT. METTRE À UNE SEULE OCCASION. C'EST UN XS LARGE, ÇA NE RENTRE PAS.TRADUIRE",True,Undefined
98,TRÈS BON ÉTAT,JOHN ELLIOT,2022-04-01,,27.0,T SHIRT TIE DIE TONI GRIGIO/CELESTE SHORTS SLEEVES BOXYTRADUIRE,True,Undefined
99,BON ÉTAT,DONNA KARAN,2022-04-03,,20.0,"T-SHIRT À MANCHES LONGUES DKNY ACTIVE, EMPIECEMENT À L'AVANT 90% NYLON, LE RESTE DU T-SHIRT ENTIÈREMENT EN MESH ET NYLON. IL EST TRÈS CONFORTABLE ET PLUTÔT SENSUEL, CE QUI REND LA PIÈCE INTÉRESSANTE.TRADUIRE",True,Undefined
100,NEUF SANS ÉTIQUETTE,OTTOLINGER,2022-04-05,,349.0,"T-SHIRT TEXTURÉ
RARETRADUIRE",True,Undefined
101,TRÈS BON ÉTAT,RAF SIMONS,2022-04-07,,220.0,T-SHIRT TOURNÉE CORÉENNE PAR RAF SIMONS. ACHETÉ À LA BRADERIE RAF SIMONS À ANVERS. SANS DÉFAUTS.TRADUIRE,True,Undefined
102,BON ÉTAT,MAISON MARTIN MARGIELA,2022-04-07,,90.44,T-SHIRT SOLEIL MAISON MARGIELA. T-SHIRT IMPRIMÉ EN COTON NOIR TAILLE LARGE CONVIENT À MOYEN/LARGE. T-SHIRT RARE. EXCELLENT ÉTAT NETTOYÉ À SEC APRÈS CHAQUE UTILISATION. PRIX DE VENTE CONSEILLÉ 200 £TRADUIRE,True,Undefined
103,BON ÉTAT,RAF SIMONS,2022-04-07,,110.0,T-SHIRT RAF SIMONS X FRED PERRY. PORTÉ QUELQUES FOIS.TRADUIRE,True,Undefined
104,TRÈS BON ÉTAT,GIVENCHY,2022-04-07,,55.0,T-SHIRT GIVENCHY ENFANTTRADUIRE,True,UltraFashion
105,NEUF SANS ÉTIQUETTE,CALVIN KLEIN JEANS,2022-04-08,,20.0,"T-SHIRT EN PARFAIT ÉTAT, JAMAIS PORTÉ.TRADUIRE",True,Undefined
106,TRÈS BON ÉTAT,MOSCHINO,2022-04-06,,40.0,T-SHIRT OVERSIZE MOSCHINO COUTURE TAILLE XS 100% COTON AVEC MENTION FAUXMOSCHINO - ÉTAT IMPECCABLETRADUIRE,True,UltraFashion
107,NEUF SANS ÉTIQUETTE,NON SIGNÉ / UNSIGNED,2022-04-08,,20.0,"T-SHIRT DIEGO VENTURINO 100% COTON, NOIR AVEC GRAPHISMES SUR LE DEVANT 
 EXCELLENTE COUPE, TISSU DOUX ET CONFORTABLE.TRADUIRE",True,Undefined
108,TRÈS BON ÉTAT,GUESS,2022-04-07,,22.0,"T-SHIRT AMPLE À MOTIFS ET SHORT FUSHIA AVEC NŒUDS SUR LES CÔTÉS, 3-6 MOISTRADUIRE",True,Undefined
109,BON ÉTAT,JC DE CASTELBAJAC,2022-04-06,,34.0,"T-SHIRT JC DE CASTELBAJAC DES ANNÉES 90, AVEC IMPRIMÉ BILLETS DE BANQUE, ESPRIT POP-ART.

POITRINE : 80CM
TAILLE : 70CM
LONGUEUR : 56CM[[ 2]]
BON ÉTAT POUR UN VÊTEMENT VINTAGE, L'IMPRIMÉ S'EST UN PEU USÉ MAIS A TOUJOURS FIÈRE ALLURE.
TRADUIRE",True,Undefined
110,BON ÉTAT,PHILIPP PLEIN,2022-04-04,,70.0,"T-SHIRT PHILIPP PLEIN AVEC STRASS. CERTAINES PIERRES PEUVENT DÉJÀ ÊTRE ÉTEINTES, MAIS VOUS NE POUVEZ LES VOIR QUE SI VOUS REGARDEZ DE TRÈS PRÈS.TRADUIRE",True,UltraFashion
111,SATISFAISANT,BURBERRY,2022-04-04,,44.0,"T-SHIRT BURBERRY BLEU MARINE D'OCCASION POUR HOMME EN XXL 
LE SIGNE EST LÉGÈREMENT FLOUTÉ DU LAVAGE (VOIR PHOTO) REPASSÉ COMME PRESQUE NEUF. 
BONNES CHOSES 

TRADUIRE",True,UltraFashion
112,NEUF SANS ÉTIQUETTE,ADIDAS,2022-04-04,,35.0,"T-SHIRT ADIDAS FLUO
JAMAIS PORTÉ 
TAILLE PETITTRADUIRE",True,FastFashion
113,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-07,,23.0,"T SHIRT COMPORTANT DES MOTS COUSU PERLÉ DESSUS.
PERLES AU COMPLET SANS DÉFAUT
T-SHIRT LÉGER  TAILLE L SANS DÉFAUTSTRADUIRE",True,Undefined
114,TRÈS BON ÉTAT,MORGAN,2022-04-08,,20.0,"T-SHIRT DOUX ET CONFORTABLE, LE ROUGE EST PLUS INTENSE QUE SUR LES PHOTOS.
CONVIENT AUTANT À UNE TAILLE S QUE M.
IL FAIT CHIC ET SEXY.TRADUIRE",True,Undefined
115,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-07,,23.0,"T SHIRT BLANC NACRÉ, FLUIDE ET LÉGER.
EN PARFAIT ÉTAT 
TAILLE MTRADUIRE",True,Undefined
116,BON ÉTAT,FENDI,2022-04-01,,180.89,"T-SHIRT FENDI BEIGE CHEST LOGO 

PORTÉ QUELQUES FOIS MAIS BIEN ENTRETENU, TOUJOURS NETTOYÉ À SEC.TRADUIRE",True,UltraFashion
117,TRÈS BON ÉTAT,DOLCE & GABBANA,2022-04-03,,50.0,"T-SHIRT À MANCHES COURTES DOLCE & GABBANA START, COUPE EXCELLENTE, EN COTON, RAREMENT UTILISÉ. COUPE LÉGÈREMENT AJUSTÉE.TRADUIRE",True,UltraFashion
118,NEUF SANS ÉTIQUETTE,NEW ERA,2022-04-06,,25.0,T-SHIRT MANCHES COURTES TAILLE XL AVEC BADGES NBA JAMAIS UTILISÉTRADUIRE,True,Undefined
119,TRÈS BON ÉTAT,FENDI,2022-04-08,,250.0,T-SHIRT FENDI SUR TAILLETRADUIRE,True,UltraFashion
120,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-06,,22.0,"T-SHIRT MANCHES LONGUES, MANCHES COURTES AVEC ENCOLURE EN ""V"", EXCELLENT ÉTAT, AUCUNE TRACE D'USURE. COULEUR BLANCHE AVEC ENCOLURE ORNÉE DE COLLIER. TAILLE STRADUIRE",True,Undefined
121,TRÈS BON ÉTAT,POLO RALPH LAUREN,2022-04-03,,35.0,"T-SHIRT POLO RALPH LAUREN OURS, TAILLE STRADUIRE",True,Fashion
122,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-06,,25.0,"T-SHIRT EXTRA LARGE, LONG TRÈS CONFORTABLE TAILLE 44 EN TRÈS BON ÉTATTRADUIRE",True,Undefined
123,NEUF AVEC ÉTIQUETTE,QUICKSILVER,2022-04-05,,29.0,T-SHIRT COTON BIO QUIKSILVER TAI DAITRADUIRE,True,Undefined
124,NEUF AVEC ÉTIQUETTE,JUICY COUTURE,2022-04-03,,39.0,T-SHIRT NOUVEAUTRADUIRE,True,Undefined
125,TRÈS BON ÉTAT,MARCELO BURLON,2022-04-07,,70.0,"T-SHIRT MARCELLO BURLON EN PARFAIT ÉTAT, TAILLE COMME UN MTRADUIRE",True,Undefined
126,TRÈS BON ÉTAT,PHILIPP PLEIN,2022-04-07,,128.0,"T-SHIRT HOMME PHILLIP PLEIN
MOTIF STRASS SUR LE DEVANT
PATCH LOGO PLEIN SUR LE COU
TRÈS RAREMENT UTILISÉ. TRÈS BON ÉTAT.
TRADUIRE",True,UltraFashion
127,NEUF SANS ÉTIQUETTE,VERSACE,2022-04-07,,200.0,T-SHIRT GIANNI VERSACE OVERSIZE JAMAIS PORTÉ PAYÉ 405€TRADUIRE,True,UltraFashion
128,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-03,,26.0,"T SHIRT FLEURAL LÉGER 
MARQUE SO SWEET
POSSIBILITÉ DE RÉGLER L'OUVERTURE DU DOS NU.
DOUBLURE DANS LE BAS DU DOS.
 LÉGÈREMENT DÉCOUSU AU NIVEAU DE LA DOUBLURE MAIS NON VISIBLE.
TAILLE XLTRADUIRE",True,Undefined
129,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-02,,20.0,"T SHIRT DE SPORT NOIR AVEC DES BANDES RAYÉ BRILLANTE.
TAILLE S
MARQUE ATHLITECHTRADUIRE",True,Undefined
130,NEUF SANS ÉTIQUETTE,VERSACE,2022-04-05,,177.76,"T-SHIRT VERSACE
JAMAIS PORTÉ
PRIX D'ORIGINE 700€TRADUIRE",True,UltraFashion
131,NEUF SANS ÉTIQUETTE,FEAR OF GOD ESSENTIALS,2022-04-05,,51.68,"T-SHIRT FEAR OF GOD ESSENTIALS KIDS BEIGE RINGER
T-SHIRT À MANCHES COURTES EN JERSEY DE COTON BEIGE. LOGO FLOQUÉ EN NOIR SUR LA POITRINE.
JAMAIS PORTÉ (NEUF AVEC ÉTIQUETTE)

XL : 58-62""

 100% COTONTRADUIRE",True,UltraFashion
132,NEUF SANS ÉTIQUETTE,ALEXANDER MCQUEEN,2022-04-03,,240.0,"T-SHIRT BLANC LOGO GRAFFITI EN TAILLE L

BELLES CONDITIONS 
DIMENSIONS :
ÉPAULES :47CM
POITRINE :54CM
DOS :73CMTRADUIRE",True,Undefined
133,SATISFAISANT,RVCA,2022-04-02,,20.0,"T-SHIRT ÉDITION SPÉCIALE RVCA AVEC L'ARTISTE : ROBERTO RODRÍGUEZ REDONDO, BON ÉTAT MAIS AVEC DES SIGNES VISIBLES D'ÂGE (LE GRAPHIQUE AU DOS EST FROISSÉ) ET SERA REPASSÉ AVANT L'EXPÉDITIONTRADUIRE",True,Undefined
134,TRÈS BON ÉTAT,PEPE JEANS,2022-04-03,,16.0,T SHIRT BLANC 3N TRÈS BON ÉTAT PEU PORTÉ TRADUIRE,True,FastFashion
135,TRÈS BON ÉTAT,GCDS MINI,2022-04-01,,75.0,T-SHIRT GCDS TAILLE S. PORTÉ UNE FOIS. CONDITION EXCELLENTE. SANS ÉTIQUETTE MAIS AVEC ÉTIQUETTE ET CODE QR POUR L'AUTHENTICITÉ.TRADUIRE,True,Undefined
136,TRÈS BON ÉTAT,VERSACE,2022-04-06,,80.0,T-SHIRT MANICHE LUNGHE VERSACE SPORT BORDEAUX OTTIME CONDIZIONI COTONE-ELASTENTRADUIRE,True,UltraFashion
137,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-01,,30.0,T-SHIRT FYORE MILANO EN EXCELLENT ÉTAT.TRADUIRE,True,Undefined
138,TRÈS BON ÉTAT,GIVENCHY,2022-04-03,,290.0,T-SHIRT GIVENCHY AU LOOK DÉTRUITTRADUIRE,True,UltraFashion
139,TRÈS BON ÉTAT,FENDI,2022-04-04,,258.41,"T-SHIRT FENDI BLANC 
TAILLE PETIT
PORTÉ UNE FOIS 
AVEC SAC À POUSSIÈRETRADUIRE",True,UltraFashion
140,TRÈS BON ÉTAT,CALVIN KLEIN JEANS,2022-04-01,,18.0,T-SHIRT CALVIN KLEIN JEANS NEUF SANS DÉFAUT D'USURETRADUIRE,True,Undefined
141,NEUF AVEC ÉTIQUETTE,DSQUARED2,2022-04-02,,100.0,T-SHIRT DSQUARED2 NERA TAGLIA M NUOVATRADUIRE,True,UltraFashion
142,BON ÉTAT,CHINATOWN MARKET,2022-04-08,,33.0,T-SHIRT NOIR ”CALL MY AVOCAT” PAR CHINATOWN MARKET. TAILLE M. BON ÉTAT.TRADUIRE,True,Undefined
143,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-07,,23.0,"T SHIRT COMPORTANT DES MOTS COUSU PERLÉ DESSUS.
PERLES AU COMPLET SANS DÉFAUT
T-SHIRT LÉGER  TAILLE L SANS DÉFAUTSTRADUIRE",True,Undefined
144,TRÈS BON ÉTAT,MORGAN,2022-04-08,,20.0,"T-SHIRT DOUX ET CONFORTABLE, LE ROUGE EST PLUS INTENSE QUE SUR LES PHOTOS.
CONVIENT AUTANT À UNE TAILLE S QUE M.
IL FAIT CHIC ET SEXY.TRADUIRE",True,Undefined
145,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-07,,23.0,"T SHIRT BLANC NACRÉ, FLUIDE ET LÉGER.
EN PARFAIT ÉTAT 
TAILLE MTRADUIRE",True,Undefined
146,BON ÉTAT,FENDI,2022-04-01,,180.89,"T-SHIRT FENDI BEIGE CHEST LOGO 

PORTÉ QUELQUES FOIS MAIS BIEN ENTRETENU, TOUJOURS NETTOYÉ À SEC.TRADUIRE",True,UltraFashion
147,TRÈS BON ÉTAT,DOLCE & GABBANA,2022-04-03,,50.0,"T-SHIRT À MANCHES COURTES DOLCE & GABBANA START, COUPE EXCELLENTE, EN COTON, RAREMENT UTILISÉ. COUPE LÉGÈREMENT AJUSTÉE.TRADUIRE",True,UltraFashion
148,NEUF SANS ÉTIQUETTE,NEW ERA,2022-04-06,,25.0,T-SHIRT MANCHES COURTES TAILLE XL AVEC BADGES NBA JAMAIS UTILISÉTRADUIRE,True,Undefined
149,TRÈS BON ÉTAT,FENDI,2022-04-08,,250.0,T-SHIRT FENDI SUR TAILLETRADUIRE,True,UltraFashion
150,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-06,,22.0,"T-SHIRT MANCHES LONGUES, MANCHES COURTES AVEC ENCOLURE EN ""V"", EXCELLENT ÉTAT, AUCUNE TRACE D'USURE. COULEUR BLANCHE AVEC ENCOLURE ORNÉE DE COLLIER. TAILLE STRADUIRE",True,Undefined
151,TRÈS BON ÉTAT,POLO RALPH LAUREN,2022-04-03,,35.0,"T-SHIRT POLO RALPH LAUREN OURS, TAILLE STRADUIRE",True,Fashion
152,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-06,,25.0,"T-SHIRT EXTRA LARGE, LONG TRÈS CONFORTABLE TAILLE 44 EN TRÈS BON ÉTATTRADUIRE",True,Undefined
153,NEUF AVEC ÉTIQUETTE,QUICKSILVER,2022-04-05,,29.0,T-SHIRT COTON BIO QUIKSILVER TAI DAITRADUIRE,True,Undefined
154,NEUF AVEC ÉTIQUETTE,JUICY COUTURE,2022-04-03,,39.0,T-SHIRT NOUVEAUTRADUIRE,True,Undefined
155,TRÈS BON ÉTAT,MARCELO BURLON,2022-04-07,,70.0,"T-SHIRT MARCELLO BURLON EN PARFAIT ÉTAT, TAILLE COMME UN MTRADUIRE",True,Undefined
156,TRÈS BON ÉTAT,PHILIPP PLEIN,2022-04-07,,128.0,"T-SHIRT HOMME PHILLIP PLEIN
MOTIF STRASS SUR LE DEVANT
PATCH LOGO PLEIN SUR LE COU
TRÈS RAREMENT UTILISÉ. TRÈS BON ÉTAT.
TRADUIRE",True,UltraFashion
157,NEUF SANS ÉTIQUETTE,VERSACE,2022-04-07,,200.0,T-SHIRT GIANNI VERSACE OVERSIZE JAMAIS PORTÉ PAYÉ 405€TRADUIRE,True,UltraFashion
158,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-03,,26.0,"T SHIRT FLEURAL LÉGER 
MARQUE SO SWEET
POSSIBILITÉ DE RÉGLER L'OUVERTURE DU DOS NU.
DOUBLURE DANS LE BAS DU DOS.
 LÉGÈREMENT DÉCOUSU AU NIVEAU DE LA DOUBLURE MAIS NON VISIBLE.
TAILLE XLTRADUIRE",True,Undefined
159,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-02,,20.0,"T SHIRT DE SPORT NOIR AVEC DES BANDES RAYÉ BRILLANTE.
TAILLE S
MARQUE ATHLITECHTRADUIRE",True,Undefined
160,NEUF SANS ÉTIQUETTE,VERSACE,2022-04-05,,177.76,"T-SHIRT VERSACE
JAMAIS PORTÉ
PRIX D'ORIGINE 700€TRADUIRE",True,UltraFashion
161,NEUF SANS ÉTIQUETTE,FEAR OF GOD ESSENTIALS,2022-04-05,,51.68,"T-SHIRT FEAR OF GOD ESSENTIALS KIDS BEIGE RINGER
T-SHIRT À MANCHES COURTES EN JERSEY DE COTON BEIGE. LOGO FLOQUÉ EN NOIR SUR LA POITRINE.
JAMAIS PORTÉ (NEUF AVEC ÉTIQUETTE)

XL : 58-62""

 100% COTONTRADUIRE",True,UltraFashion
162,NEUF SANS ÉTIQUETTE,ALEXANDER MCQUEEN,2022-04-03,,240.0,"T-SHIRT BLANC LOGO GRAFFITI EN TAILLE L

BELLES CONDITIONS 
DIMENSIONS :
ÉPAULES :47CM
POITRINE :54CM
DOS :73CMTRADUIRE",True,Undefined
163,SATISFAISANT,RVCA,2022-04-02,,20.0,"T-SHIRT ÉDITION SPÉCIALE RVCA AVEC L'ARTISTE : ROBERTO RODRÍGUEZ REDONDO, BON ÉTAT MAIS AVEC DES SIGNES VISIBLES D'ÂGE (LE GRAPHIQUE AU DOS EST FROISSÉ) ET SERA REPASSÉ AVANT L'EXPÉDITIONTRADUIRE",True,Undefined
164,TRÈS BON ÉTAT,PEPE JEANS,2022-04-03,,16.0,T SHIRT BLANC 3N TRÈS BON ÉTAT PEU PORTÉ TRADUIRE,True,FastFashion
165,TRÈS BON ÉTAT,GCDS MINI,2022-04-01,,75.0,T-SHIRT GCDS TAILLE S. PORTÉ UNE FOIS. CONDITION EXCELLENTE. SANS ÉTIQUETTE MAIS AVEC ÉTIQUETTE ET CODE QR POUR L'AUTHENTICITÉ.TRADUIRE,True,Undefined
166,TRÈS BON ÉTAT,VERSACE,2022-04-06,,80.0,T-SHIRT MANICHE LUNGHE VERSACE SPORT BORDEAUX OTTIME CONDIZIONI COTONE-ELASTENTRADUIRE,True,UltraFashion
167,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-01,,30.0,T-SHIRT FYORE MILANO EN EXCELLENT ÉTAT.TRADUIRE,True,Undefined
168,TRÈS BON ÉTAT,GIVENCHY,2022-04-03,,290.0,T-SHIRT GIVENCHY AU LOOK DÉTRUITTRADUIRE,True,UltraFashion
169,TRÈS BON ÉTAT,FENDI,2022-04-04,,258.41,"T-SHIRT FENDI BLANC 
TAILLE PETIT
PORTÉ UNE FOIS 
AVEC SAC À POUSSIÈRETRADUIRE",True,UltraFashion
170,TRÈS BON ÉTAT,CALVIN KLEIN JEANS,2022-04-01,,18.0,T-SHIRT CALVIN KLEIN JEANS NEUF SANS DÉFAUT D'USURETRADUIRE,True,Undefined
171,NEUF AVEC ÉTIQUETTE,DSQUARED2,2022-04-02,,100.0,T-SHIRT DSQUARED2 NERA TAGLIA M NUOVATRADUIRE,True,UltraFashion
172,BON ÉTAT,CHINATOWN MARKET,2022-04-08,,33.0,T-SHIRT NOIR ”CALL MY AVOCAT” PAR CHINATOWN MARKET. TAILLE M. BON ÉTAT.TRADUIRE,True,Undefined
173,TRÈS BON ÉTAT,FENDI,2022-04-07,,70.0,"T-SHIRT FENDI KIDS VESTIBILITÀ GRANDE
CORRISPONDE A UNA TAGLIA S DA DONNATRADUIRE",True,UltraFashion
