,État,Marque,TAILLE,Date,nom,Prix,Description
528,NEUF AVEC ÉTIQUETTE,KENZO,M,2022-05-12,T SHIRT KENZO TAILLE M,55.0,NEUF AVEC ÉTIQUETTE
529,TRÈS BON ÉTAT,KENZO,M / 38 / 10,2022-04-25,ORIGINELE KENZO EYE T-SHIRT M,55.0,"ORIGINELE KENZO EYE T-SHIRT M

IN GOEDE STAAT EN WEINIG GEDRAGEN. HELAAS TE KLEIN."
530,NEUF SANS ÉTIQUETTE,KENZO,S,2022-05-12,T-SHIRT KENZO,18.0,T-SHIT KENZO
531,NEUF SANS ÉTIQUETTE,KENZO,M / 38 / 10,2022-05-12,KENZO T SHIRT,45.0,EEN KEER GEDRAGEN
532,NEUF SANS ÉTIQUETTE,KENZO,S,2022-05-12,T-SHIRT KENZO,18.0,T-SHIT KENZO
533,NEUF AVEC ÉTIQUETTE,KENZO,L,2022-05-10,T-SHIRT KENZO VERT,60.0,"VEND T SHIRT KENZO NEUF 
JAMAIS PORTÉ 
DANS L’EMBALLAGE 
TROP PETIT POUR MOI"
534,TRÈS BON ÉTAT,KENZO,L,2022-05-12,T-SHIRT KENZO,30.0,"*TAILLE PETIT : CONVIENT À UN M
*COLORIS ABRICOT
*100% AUTHENTIQUE
*PRIX NON NÉGOCIABLE"
535,TRÈS BON ÉTAT,KENZO,XL,2022-05-12,KENZO T-SHIRT SIZE XL,35.0,"EXCELLENT ÉTAT, PORTÉ 3 OU 4 FOIS SEULEMENT, PRIX EN BOUTIQUE 95€

#KENZO #TIGER #AUTHENTIC #TSHIRT"
536,TRÈS BON ÉTAT,KENZO,M,2022-05-12,T-SHIRT KENZO,40.0,"T-SHIRT NOIR AVEC TIGRE COULEUR PASTEL
PORTÉ QUE 2 FOIS"
537,BON ÉTAT,KENZO,S,2022-05-12,T SHIRT KENZO,10.0,"BON ÉTAT 
LA COULEUR EST PARTI DU AUX LAVAGES"
538,BON ÉTAT,KENZO,S,2022-05-12,T-SHIRT KENZO,25.0,T-SHIRT KENZO PORTER QUELQUES FOIS
539,NEUF AVEC ÉTIQUETTE,KENZO,S,2022-05-12,T-SHIRT KENZO PARIS,95.0,"ANCORA CON CARTELLINO, CAUSA ERRORE TAGLIA"
540,BON ÉTAT,KENZO,L / 40 / 12,2022-05-12,T-SHIRT KENZO FEMME TAILLE L,8.0,TAILLE PETIT
541,BON ÉTAT,KENZO,S,2022-05-12,KENZO T SHIRT,12.0,T SHIRT IS OUD. VERDER ALTIJD WEL NETJES MEE OMGEGAAN. T SHIRT VALT NORMAAL.
542,TRÈS BON ÉTAT,KENZO,S,2022-05-12,MANNEN T SHIRT KENZO,20.0,AMPER GEDRAGEN MAAT S
543,TRÈS BON ÉTAT,KENZO,S,2022-05-12,KENZO T SHIRT S,30.0,"KENZO T SHIRT 
MAAT: S
AMPER GEDRAGEN
NIEUWPRIJS: 110€"
544,TRÈS BON ÉTAT,KENZO,XS,2022-05-07,KENZO T-SHIRT XS,20.0,"KENZO T-SHIRT XS

CONDITIE 8/10"
545,TRÈS BON ÉTAT,KENZO,S,2022-05-12,MAGNIFIQUE T-SHIRT KENZO,30.0,ACHETÉ 85 EUROS . KENZO PARIS
546,NEUF SANS ÉTIQUETTE,KENZO,XL,2022-05-10,T SHIRT KENZO,60.0,"INDOSSATA POCO, TAGLIA XL MA VESTE COME UNA L"
547,NEUF SANS ÉTIQUETTE,KENZO,S,2022-05-12,T-SHIRT KENZO ŒIL ROUGE,40.0,"👕 TAILLE S 
✅ COMME NEUF 
❌ PAS D’ÉCHANGE 
📉 NÉGOCIABLE DANS LA LIMITE DU RAISONNABLE"
548,TRÈS BON ÉTAT,KENZO,XL,2022-05-12,T-SHIRT KENZO,20.0,TRÈS BONNE ÉTAT
549,TRÈS BON ÉTAT,LACOSTE,XL,2022-05-12,T-SHIRT LACOSTE,12.0,VEND T-SHIRT LACOSTE BLEU TAILLE XL EN TRÈS BON ÉTAT. ENVOI RAPIDE
550,TRÈS BON ÉTAT,LACOSTE,M,2022-05-12,LACOSTE T-SHIRT,15.0,AMPER GEDRAGEN
551,BON ÉTAT,LACOSTE,S,2022-05-12,T SHIRT LACOSTE,25.0,BON ÉTAT
552,TRÈS BON ÉTAT,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,15.0,T-SHIRT LACOSTE ÉDITION LIMITÉE
553,TRÈS BON ÉTAT,LACOSTE,L,2022-05-12,T-SHIRT LACOSTE NOIR,20.0,"T-SHIRT LACOSTE NOIR TAILLE L EN TRÈS BON ÉTAT 

#LACOSTE #TSHIRTLACOSTE #VINTAGE"
554,TRÈS BON ÉTAT,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,12.0,TRÈS BON ÉTAT
555,TRÈS BON ÉTAT,LACOSTE,S,2022-05-12,T-SHIRT LACOSTE,15.0,"✅ T-SHIRT LACOSTE, TAILLE S, TRÈS BON ÉTAT 

🚚💨ENVOI RAPIDE"
556,NEUF SANS ÉTIQUETTE,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,15.0,NEUF JAMAIS PORTER TOP PETIT
557,TRÈS BON ÉTAT,LACOSTE,L,2022-05-12,T-SHIRT LACOSTE,20.0,"T-SHIRT LACOSTE EN TRÈS BON ÉTAT.
TAILLE L."
558,NEUF AVEC ÉTIQUETTE,LACOSTE,L,2022-05-12,T SHIRT LACOSTE VERT,38.0,"JAMAIS PORTÉ , NEUF AVEC ÉTIQUETTE"
559,TRÈS BON ÉTAT,LACOSTE,L,2022-05-12,T-SHIRT LACOSTE,18.0,"PORTÉ QUELQUES FOIS, TAILLE L (ÇA TAILLE PETIT)"
560,NEUF AVEC ÉTIQUETTE,LACOSTE,XL,2022-05-12,T-SHIRT LACOSTE,40.0,"T-SHIRT LACOSTE TAILLE 6 (XL), SLIM FIT"
561,TRÈS BON ÉTAT,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,15.0,T-SHIRT LACOSTE
562,NEUF SANS ÉTIQUETTE,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,15.0,NEUF JAMAIS PORTER TOP PETIT
563,TRÈS BON ÉTAT,LACOSTE,L,2022-05-12,T-SHIRT LACOSTE,20.0,"T-SHIRT LACOSTE EN TRÈS BON ÉTAT.
TAILLE L."
564,NEUF AVEC ÉTIQUETTE,LACOSTE,L,2022-05-12,T SHIRT LACOSTE VERT,38.0,"JAMAIS PORTÉ , NEUF AVEC ÉTIQUETTE"
565,TRÈS BON ÉTAT,LACOSTE,L,2022-05-12,T-SHIRT LACOSTE,18.0,"PORTÉ QUELQUES FOIS, TAILLE L (ÇA TAILLE PETIT)"
566,NEUF AVEC ÉTIQUETTE,LACOSTE,XL,2022-05-12,T-SHIRT LACOSTE,40.0,"T-SHIRT LACOSTE TAILLE 6 (XL), SLIM FIT"
567,TRÈS BON ÉTAT,LACOSTE,XS,2022-05-12,T-SHIRT LACOSTE,15.0,T-SHIRT LACOSTE
568,TRÈS BON ÉTAT,LACOSTE,S,2022-05-11,T SHIRT LACOSTE NOIR COLLECTION TENNIS NOVAK DJOKOVIC,30.0,"T SHIRT QUASIMENT JAMAIS PORTÉ CAR TROP PETIT.

JE TIENS À PRÉCISER , AUCUNE CONTREFAÇON N'EST VENDU JE VOUS INVITE À VÉRIFIER DE VOUS MÊME AUPRÈS DES MAGASINS."
569,TRÈS BON ÉTAT,LACOSTE,XL,2022-05-12,T-SHIRT LACOSTE,20.0,VEND T-SHIRT LACOSTE PORTÉ QUELQUE FOIS EN TRÈS BON ÉTAT
570,TRÈS BON ÉTAT,LACOSTE,S,2022-05-12,T SHIRT LACOSTE.,13.0,"T SHIRT LACOSTE BLEU, TAILLE 
IL EST EN TRÈS BON ÉTAT, POUR PLUS D'INFORMATIONS N'HÉSITEZ PAS."
571,NEUF SANS ÉTIQUETTE,LACOSTE,M,2022-05-12,T SHIRT LACOSTE TAGLIA M,25.0,"T SHIRT LACOSTE TAGLIA M, LAVATA E MAI INDOSSATA."
572,TRÈS BON ÉTAT,LACOSTE,XS,2022-05-02,TSHIRT LACOSTE,25.0,"TAILLE : 14ANS
TSHIRT LACOSTE NOIR QUI A SERVI PEU DE FOIS"
573,TRÈS BON ÉTAT,LACOSTE SPORT,L,2022-05-12,HEREN T-SHIRT LACOSTE,15.0,LACOSTE SPORT
574,TRÈS BON ÉTAT,LACOSTE,M,2022-05-12,LACOSTE T-SHIRT MARINEBAUW,15.0,"NOOIT GEDRAGEN,
GEEN BESCHADIGINGEN OF VLEKKEN"
575,TRÈS BON ÉTAT,PS PAUL SMITH,S,2022-05-10,T-SHIRT PS BY PAUL SMITH,22.0,"INDOSSATA POCHE VOLTE, TAGLIA S, VESTIBILITÀ REGULAR."
576,TRÈS BON ÉTAT,PAUL SMITH,M,2022-04-30,"PS PAUL SMITH, T-SHIRT",25.0,"T-SHIRT MET PRINT VAN PS PAUL SMITH
ORIGINELE PRIJS: €65
STUUR GERUST VOOR MEER INFORMATIE OF FOTO’S :)"
577,NEUF SANS ÉTIQUETTE,PAUL SMITH,XS,2022-05-07,JOLI T SHIRT HOMME,6.0,NEUF JAMAIS PORTÉ.
578,TRÈS BON ÉTAT,PAUL SMITH,M,2022-05-12,PAUL SMITH SUMMER T-SHIRT,30.0,"SIZE MEDIUM 
WORN ONCE"
579,TRÈS BON ÉTAT,PAUL SMITH,S,2022-05-02,T-SHIRT S,5.0,"PORTÉ QUELQUES FOIS
#VETEMENTHOMMES"
580,TRÈS BON ÉTAT,PAUL SMITH,S,2022-05-02,T-SHIRT S,5.0,"PORTÉ QUELQUES FOIS
#VETEMENTHOMMES"
581,TRÈS BON ÉTAT,PAUL SMITH,S,2022-05-02,T-SHIRT S,5.0,"PORTÉ QUELQUES FOIS
#VETEMENTHOMMES"
582,TRÈS BON ÉTAT,PAUL SMITH,M,2022-05-12,T-SHIRT UNI M,5.0,"PORTÉ QUELQUES FOIS
#VÊTEMENTHOMMEM"
583,TRÈS BON ÉTAT,PAUL SMITH,S,2022-05-12,T-SHIRT S,5.0,"PORTÉ QUELQUES FOIS
#VETEMENTHOMMES"
584,TRÈS BON ÉTAT,PAUL SMITH,9-12 MOIS / 74-80 CM,2022-05-12,"T-SHIRTS 12 MOIS, ZARA, PAUL SMITH ET BOUTCHOU",10.0,"5 T-SHIRTS 12 MOIS, ZARA, PAUL SMITH ET BOUTCHOU."
585,BON ÉTAT,PAUL SMITH,S,2022-05-09,T SHIRT,2.0,T SHIRT PAUL SMITH IMPRIMÉ
586,NEUF AVEC ÉTIQUETTE,PAUL SMITH,XS,2022-05-06,T-SHIRT PAUL SMITH,33.0,"NOUVELLE COLLECTION 
VALEUR: 95€
LIEN DESCRIPTIF 

HTTPS://WWW.PAULSMITH.COM/FR/WHITE-SCATTERED-STICKERS-PRINT-T-SHIRT"
587,TRÈS BON ÉTAT,PAUL SMITH,M,2022-05-09,T-SHIRT PAUL SMITH,10.0,TAILLE M
588,NEUF SANS ÉTIQUETTE,PAUL SMITH,L,2022-05-01,PAUL SMITH T-SHIRT GRIGIA CON STAMPA NUOVA,59.0,"NO RESO

ORIGINALE
NUOVA MAI INDOSSATA, SENZA CARTELLINO
COLORE: GRIGIA CON STAMPA
TAGLIA L 

VISITA IL MIO ARMADIO PER TROVARE STUPENDI PEZZI A PREZZI ONESTI"
589,TRÈS BON ÉTAT,PAUL SMITH,12-18 MOIS / 80-86 CM,2022-04-24,T-SHIRT PAUL SMITH,5.0,JOLI T-SHIRT MANCHES COURTES ; TRÈS PRATIQUE ET CONFORTABLE . TAILLE 18 MOIS .
590,NEUF AVEC ÉTIQUETTE,PAUL SMITH,S,2022-05-10,T-SHIRT PAUL SMITH,33.0,"T-SHIRT HOMME PAUL SMITH 
NOUVELLE COLLECTION 
LIEN DESCRIPTIF 

HTTPS://WWW.PAULSMITH.COM/FR/GREY-SLIM-FIT-KNOTS-PRINT"
591,TRÈS BON ÉTAT,PAUL SMITH,XS,2022-05-12,PAUL SMITH T-SHIRT,5.0,"TAILLE 12 ANS , PORTÉ PAS SOUVENT"
592,NEUF SANS ÉTIQUETTE,PAUL SMITH,M,2022-05-12,PAUL SMITH OVER PRINT T-SHIRT,55.0,MAGLIETTA PAUL SMITH CON STAMPA ALL OVER VERDE PETROLIO TG L(VESTE M)
593,BON ÉTAT,PAUL SMITH,L,2022-05-01,T-SHIRT PAUL SMITH TAILLE L,9.0,"PEU PORTÉ, TRÈS LÉGÈREMENT DÉCOLORÉ PAR ENDROITS.

TAILLE MARQUÉE XL MAIS CORRESPOND PLUTÔT À L VOIRE M !"
594,TRÈS BON ÉTAT,PAUL SMITH,M,2022-05-09,T-SHIRT PAUL SMITH,10.0,TAILLE M
595,BON ÉTAT,PAUL SMITH,L,2022-05-10,T-SHIRT PAUL SMITH,5.0,T-SHIRT COTONE
596,TRÈS BON ÉTAT,PAUL SMITH,L / 40 / 12,2022-05-07,T-SHIRT MANCHES 3/4 PAUL SMITH,5.0,T-SHIRT MANCHES 3/4 PAUL SMITH TRÈS PEU PORTÉ ET EN TRÈS BON ÉTAT TAILLE L
597,TRÈS BON ÉTAT,PAUL SMITH,M / 38 / 10,2022-05-07,TSHIRT PAUL SMITH,12.0,MAGLIETTA PAUL SMITH CON CUCITURE ROSSE AI LATI E GRAFICA BELLISSIMA DI UN DODO.
598,TRÈS BON ÉTAT,PAUL SMITH,M,2022-05-09,T-SHIRT PAUL SMITH,10.0,PAUL SMITH
599,SATISFAISANT,PAUL SMITH,XL / 42 / 14,2022-05-12,T SHIRT PAUL SMITH,2.0,"KLEIN GAATJE, GESTOPT MAAR ZIE JE NIET BIJ DRAGEN"
600,TRÈS BON ÉTAT,PAUL SMITH,XL,2022-05-09,TEE-SHIRT PAUL SMITH,15.0,"T-SHIRTS PAUL SMITH
NOIR
TAILLE XL
TRÈS BON ÉTAT"
601,TRÈS BON ÉTAT,ADIDAS,XL,2022-05-12,T-SHIRT ADIDAS TAILLE XL,5.0,TRÈS BON ÉTAT
602,NEUF SANS ÉTIQUETTE,ADIDAS,M,2022-04-29,TEE-SHIRT ROUGE ADIDAS TAILLE M,12.5,"TEE-SHIRT ROUGE ADIDAS IMPECCABLE EN 38 - T2 - M.

#ADIDAS #ADIDASORIGINALS #ADIDASSPORT 
#TEESHIRTADIDAS #TEESHIRT #TSHIRT"
603,TRÈS BON ÉTAT,ADIDAS,XS,2022-05-07,TSHIRT ADIDAS,10.0,"TSHIRT SIMPLE ADIDAS, PORTÉ QUELQUES FOIS, TAILLE XS"
604,SATISFAISANT,ADIDAS,S,2022-05-12,T SHIRT ADIDAS,4.0,"T SHIRT ADIDAS 
TAILLE S 
BON ÉTAT"
605,BON ÉTAT,ADIDAS,S / 36 / 8,2022-05-12,T-SHIRT ADIDAS,4.0,T-SHIRT BLANC
606,NEUF SANS ÉTIQUETTE,ADIDAS,M,2022-05-12,ADIDAS T SHIRT SWAG JUICE M,15.0,JAMAIS PORTÉ
607,TRÈS BON ÉTAT,ADIDAS,S,2022-05-12,T-SHIRT ADIDAS ROUGE,8.0,"TRÈS PEU PORTÉ, COMME NEUF !"
608,NEUF SANS ÉTIQUETTE,ADIDAS,M,2022-05-12,T-SHIRT ADIDAS CLIMALITE JAUNE TM,9.0,"T-SHIRT ADIDAS CLIMALITE COL ROND
COULEUR JAUNE
TAILLE M
JAMAIS PORTÉ"
609,TRÈS BON ÉTAT,ADIDAS,M,2022-05-07,T-SHIRT JAUNE ADIDAS HOMME M,17.0,"JAMAIS PORTÉ
⛔⛔ MERCI DE VOUS ABSTENIR POUR LES OFFRES DE 5€ OU 10€ CAR JE NE BAISSERAI PAS AUTANT."
610,TRÈS BON ÉTAT,ADIDAS,L,2022-05-08,T-SHIRT ARANCIONE/BIANCA ADIDAS,15.0,"ARTICOLO IN OTTIME CONDIZIONI E SENZA SEGNI D'USURA APPARTE L'ETICHETTA TAGLIATA
OTTIMA VESTIBILITÀ"
611,NEUF SANS ÉTIQUETTE,ADIDAS,XS,2022-05-12,💖 T-SHIRT ADIDAS NEUF TAILLE XS 💖,15.0,#ZASA2604HOMME
612,TRÈS BON ÉTAT,ADIDAS,M,2022-05-07,T-SHIRT JAUNE ADIDAS HOMME M,17.0,"JAMAIS PORTÉ
⛔⛔ MERCI DE VOUS ABSTENIR POUR LES OFFRES DE 5€ OU 10€ CAR JE NE BAISSERAI PAS AUTANT."
613,TRÈS BON ÉTAT,ADIDAS,S,2022-05-12,T SHIRT ADIDAS OVERSIZE,15.0,"TAILLE S
PORTÉ QUELQUE FOIS 
PETIT TROU DANS LE DOS VOIR PHOTO"
614,TRÈS BON ÉTAT,ADIDAS,XS,2022-05-12,T SHIRT ADIDAS ORIGINAL GRIS,10.0,"NEUF, PAS D’IMPERFECTIONS"
615,TRÈS BON ÉTAT,ADIDAS,M,2022-05-12,VINTAGE 00S ADIDAS T-SHIRT 💥,15.0,"EMBROIDERED LOGO ON THE CHEST. BROWN COLOURWAY.

MEASUREMENTS:
TOP TO BOTTOM: 66CM
PIT TO PIT: 55CM"
616,BON ÉTAT,ADIDAS,S,2022-05-12,ADIDAS,5.0,T-SHIRT SPORT TAILLE S
617,BON ÉTAT,ADIDAS,S,2022-05-12,ADIDAS,5.0,"T-SHIRT TAILLE S 
PETITS BOUTS DE FILS TIRÉS QUI NE SE VOIENT PAS PHOTO"
618,TRÈS BON ÉTAT,ADIDAS,L,2022-05-12,T-SHIRT ADIDAS BRANCA,7.5,"USADA 2X, COMO NOVA. ORIGINAL. L DE MULHER, SERVE A S DE HOMEM."
619,TRÈS BON ÉTAT,ADIDAS,M,2022-05-07,TSHIRT MANCHESTER,15.0,TSHIRT MANCHESTER
620,NEUF SANS ÉTIQUETTE,ADIDAS,M,2022-05-12,T-SHIRT ADIDAS MIXTE FEMME ET HOMME,11.0,JAMAIS MIS
621,BON ÉTAT,ADIDAS,S / 36 / 8,2022-05-12,T-SHIRT ADIDAS VINTAGE,10.0,"EM BOM ESTADO, COM ALGUMAS MARCAS DE USO. TAMANHO S QUE SERVE ATÉ M. UNISEXO 

#ADIDASVINTAGE"
622,BON ÉTAT,ADIDAS,L,2022-05-12,T-SHIRT ADIDAS X SIMPSON,17.0,PEU PORTÉ. MARQUÉ S MAIS TAILLE L
623,TRÈS BON ÉTAT,ADIDAS,L,2022-05-02,ADIDAS VINTAGE,15.0,T SHIRT ADIDAS VINTAGE
624,BON ÉTAT,GUESS,XL,2022-05-12,T-SHIRTGUESS,7.0,"PORTÉ, BON ÉTAT"
625,BON ÉTAT,GUESS,XL / 42 / 14,2022-05-12,#T-SHIRT GUESS 💎,4.0,".BON ÉTAT 
. BLANC 
. MOTIF CISEAUX DEVANT 
.MANCHES COURTE 
.LONG 

LOTS ACTIVÉES 💎💎


#T-SHIRTGUESS
#T-SHIRTBLANC
#T-SHIRTGUESS4244"
626,TRÈS BON ÉTAT,GUESS JEANS,S / 36 / 8,2022-04-29,T-SHIRT GUESS JEANS,5.0,"T-SHIRTGUESS JEANS
MAAT L, MAAR TAILLEERT ERG KLEIN! (S-M)"
627,BON ÉTAT,GUESS,M,2022-05-12,T-SHIRTGUESS,2.0,BON ÉTAT
628,BON ÉTAT,GUESS,L,2022-05-12,T-SHIRT HOMME,4.0,"T-SHIRT HOMME, TAILLE L CONVIENT POUR UN M
LES ÉCRITURE COMMENCENT A S'EFFRITÉES

#T-SHIRT #T-SHIRTHOMME #GUESS #T-SHIRTGUESS #TS-HIRTGUESSHOMME #AMELIAB12HOMMEL #AMELIAB12HOMMEM"
629,TRÈS BON ÉTAT,GUESS,L,2022-05-12,T-SHIRTGUESS,10.0,PORTÉ PEU CAR TROP GRAND POUR MOI
630,TRÈS BON ÉTAT,GUESS,M,2022-05-12,T-SHIRTGUESS UOMO,18.0,T-SHIRT BIANCA OTTIME CONDIZIONI . VESTE UNA L . DETTAGLI DAVANTI E DIETRO CATARIFRANGENTI
631,TRÈS BON ÉTAT,GUESS,L / 40 / 12,2022-05-12,T-SHIRT GUESS TG 44,15.0,"#TSHIRT 
#T-SHIRTGUESS 
#T-SHIRTFLOWERS 
#T-SHIRTSWAROSKI 
#T-SHIRTMADEINITALY 
#TSHIRTTG44 
#GUESS 
#GUESS"
632,TRÈS BON ÉTAT,GUESS,L / 40 / 12,2022-05-12,T-SHIRT GUESS 💎,8.0,". TRÈS BON ÉTAT 
. IMPRIMER DEVANT GUESS 
. ROSE (LÉGÈREMENT MOINS VIF QUE SUR LA PHOTO)
. MANCHE COURTE 
T. L 40/42
🌸🌸🌸🌸🌸🌸
. JOLIE T-SHIRT CONFORTABLE



#T-SHIRTGUESS
#T-SHIRT
#TOP
#HAUTGUESS
#HAUT
#LOLITA660T-SHIRT GUESS"
633,TRÈS BON ÉTAT,GUESS,M,2022-04-25,SHIRT GUESS,8.0,"LANGE MOUWEN, FIJN DUN ZWART SHIRT. AMPER GEDRAGEN MAAR WEL GEKREUKELD DOOR MIJN KLEDINGKAST

#GUESS #UNISEX #BLACK #LONGSLEEVE #SHIRTGUESS #SHIRT #GJ"
634,TRÈS BON ÉTAT,GUESS,XS / 34 / 6,2022-05-12,TSHIRT GRIGIA GUESS,1.0,"#T-SHIRT CON PIZZO GUESS PARTICOLARISSIMA!!!!CONDIZIONI PARI AL NUOVO,COMPOSTA DA DUE PEZZI ATTACCATI... TOP NERO IN PIZZO E MAGLIETTA IN COTONE GRIGIO SOPRA...TG XS...
VESTE ABBONDANTE QUINDI ANCHE S/M
#TSHIRTFEMME 
#TSHIRTGUESS 
#TSHIRT XS 
#T-SHIRTGUESS"
635,BON ÉTAT,GUESS,S / 36 / 8,2022-05-12,T-SHIRT MANICA LUNGA GUESS,4.0,T SHIRTGUESS TAGLIA S
636,NEUF AVEC ÉTIQUETTE,GUESS,M / 38 / 10,2022-05-12,T-SHIRTGUESS,13.0,"MI LONG , JAMAIS PORTÉ"
637,NEUF SANS ÉTIQUETTE,GUESS,XS / 34 / 6,2022-05-12,T SHIRTGUESS BEIGE,6.0,TAILLE XS OK POUR UN PETIT S
638,NEUF AVEC ÉTIQUETTE,TOMMY HILFIGER,XS,2022-05-12,T-SHIRTTOMMY JEANS NEUF AVEC ÉTIQUETTES 🏷,20.0,NEUF TAILLE XS
639,NEUF AVEC ÉTIQUETTE,TOMMY HILFIGER,L,2022-05-12,T-SHIRT TOMMY HILFIGER BLANC,28.0,T-SHIRTTOMMY HILFIGER LOGO VELOURS ROUGE NEUF TAILLE M AVEC ÉTIQUETTE🏷
640,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,M,2022-05-12,T-SHIRTTOMMY HILFIGER,20.0,"T-SHIRT JAMAIS PORTÉE
T-SHIRT HOMME 
TAILLE M"
641,TRÈS BON ÉTAT,TOMMY HILFIGER,M / 38 / 10,2022-05-12,T-SHIRTTOMMY,12.0,MODÈLE FEMME TAILLE M
642,BON ÉTAT,TOMMY HILFIGER,XS,2022-05-12,T-SHIRT TOMMY HILFIGER XS HOMME,12.0,"VENDS:T-SHIRT TOMMY BLEU MARINE IMPEU DÉLAVÉ MAIS TRÈS LÉGÈREMENT PORTÉ MAIS N’A AUCUN DÉFAUT EST À 8/10 JE LE VENT CAR IL EST TROP PETIT.
#TEESHIRT
#TEESHIRTHOMME
#T-SHIRTTOMMY
#T-SHIRTTOMMYBLEUMARINE
#TEESHIRTTOMMYHILFIGER"
643,BON ÉTAT,TOMMY HILFIGER,XS / 34 / 6,2022-05-12,T-SHIRTTOMMY HILFIGER,12.0,IN MOOIE STAAT
644,TRÈS BON ÉTAT,TOMMY HILFIGER,S,2022-05-12,T-SHIRT TOMMY HILFIGER,7.0,"T-SHIRTTOMMY HILFIGER PORTÉ PEU DE FOIS , EN SUPER ÉTAT"
645,BON ÉTAT,TOMMY HILFIGER,S,2022-05-12,T-SHIRTTOMMY HILFIGER BLANC TAILLE S,7.0,"PORTÉ PEU DE FOIS, PETIT ACCRO INVISIBLE"
646,TRÈS BON ÉTAT,TOMMY HILFIGER,S / 36 / 8,2022-05-12,T-SHIRT TOMMY HILFIGER,10.0,"T-SHIRTTOMMY HILFIGER
TAILLE S"
647,TRÈS BON ÉTAT,TOMMY HILFIGER,M / 38 / 10,2022-05-12,T-SHIRT TOMMY,10.0,T-SHIRTTOMMY JAUNE TAILLE M
648,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,M / 38 / 10,2022-05-12,T-SHIRT TOMMY ROSE,10.0,"T-SHIRTTOMMY ROSE.
TAILLE ASSEZ PETIT."
649,BON ÉTAT,TOMMY HILFIGER,L / 40 / 12,2022-05-12,T-SHIRTTOMMY HILFIGER,6.0,MAAT L
650,SATISFAISANT,TOMMY HILFIGER,S,2022-05-12,T-SHIRT TOMMY HILFIGER,7.0,T-SHIRTTOMMY HILFIGER
651,BON ÉTAT,TOMMY HILFIGER,M,2022-05-12,T-SHIRTTOMMY,6.0,PORTE RÉGULIÈREMENT
652,TRÈS BON ÉTAT,TOMMY HILFIGER,S / 36 / 8,2022-05-05,SWEAT-SHIRT TOMMY HILFIGER,20.0,SWEAT-SHIRTTOMMY TAILLES C’EST UNE COULEUR ROUGE UN PEU CLAIRE
653,TRÈS BON ÉTAT,TOMMY HILFIGER,M / 38 / 10,2022-05-12,T-SHIRT TOMMY HILFIGER,15.0,T-SHIRTTOMMY HILFIGER TRÈS BON ÉTAT
654,TRÈS BON ÉTAT,TOMMY HILFIGER,XS,2022-05-12,T-SHIRT TOMMY HILFIGER,5.0,VEND T-SHIRTTOMMY HILFIGER EN BON ÉTAT. L’IMPRESSIONHILFIGER UN PEU DÉLAVER
655,TRÈS BON ÉTAT,TOMMY HILFIGER,S,2022-05-12,T SHIRTTOMMY HILFIGER,20.0,"T SHIRT USATA POCHISSIME VOLTE, TAGLIA S MA IDEALE PER CORPORATURA ROBUSTA, OTTIMA VESTIBILITA
COLORE BLU NOTTE"
656,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,S,2022-05-12,T-SHIRT TOMMY HILFIGER,20.0,"👕 T-SHIRTTOMMY HILFIGER

✅ CONDITION 9,5/10

📐 TAILLE S

🍀 ABONNÉS -10% SUR VOS ACHATS 

📌 POUR PLUS D’INFORMATIONS N’HÉSITEZ PAS À ME CONTACTER"
657,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,S,2022-05-12,T-SHIRTTOMMY HILFIGER,35.0,T-SHIRT TOMMY HILFIGER ROUGE ET BLANC. TAILLE S. JAMAIS PORTÉ.
658,SATISFAISANT,TOMMY HILFIGER,S,2022-05-12,T-SHIRTTOMMY HILFIGER TAILLE S,2.0,1 TACHE DEVANT EN BAS CF PHOTO
659,BON ÉTAT,TOMMY HILFIGER,S,2022-05-12,ROOS T-SHIRTTOMMY HILFIGER,5.0,AMPER GEDRAGEN
660,TRÈS BON ÉTAT,HILFIGER DENIM,M / 38 / 10,2022-05-12,T-SHIRTTOMMY HILFIGER COTONE A RIGHE,15.0,T-SHIRT DI COTONE A RIGHE BIANCHE E BLU TOMMY HILFIGER DENIM
661,NEUF SANS ÉTIQUETTE,TOMMY HILFIGER,XS,2022-05-12,T-SHIRTTOMMY ORANGE,30.0,"T-SHIRT JAMAIS PORTÉ
PRIX NÉGOCIABLE"
662,TRÈS BON ÉTAT,TOMMY HILFIGER,XS / 34 / 6,2022-05-12,T SHIRT VINTAGE TH,10.0,"T SHIRTTOMMY HILFIGER, VINTAGE"
663,TRÈS BON ÉTAT,TOMMY HILFIGER,XS / 34 / 6,2022-05-12,T-SHIRT TOMMY-HILFIGER,4.0,"T-SHIRTTOMMY HILFIGER 
TRÈS PEU PORTÉ 
TAILLE XS 
LÉGÈREMENT TRANSPARENT
N’HÉSITEZ PAS POUR PLUS D’INFO"
